City,VAT Catheter Measure Score,National Average VAT Catheter Measure Score,VAT Fistula Measure Score,National Average Fistula Measure Score,Vascular Access Combined Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Measure Score,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,National Average Hypercalcemia Measure Score,NHSN Influenza Measure Score,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score,National Average NHSN BSI Measure Score,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,National Average ICH CAHPS Measure Score,Mineral Metabolism Measure Score,National Avg Mineral Metabolism Measure Score,Anemia Management Measure Score,National Average Anemia Management Measure Score,Standardized Readmission Ratio (SRR) Measure Score,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,National Average STrR Measure Score,Clinical Depression Screening and Follow-up Measure Score,National Average Clinical Depression Screening and Follow-up Measure Score,Pain Assessment and Follow-up Measure Score,National Average Pain Assessment and Follow-up Measure Score,Total Performance Score
SMYRNA,6.5,5.0,2.5,5.0,4.5,5.0,10.0,8.0,8.5,8.0,10.0,9.0,6.5,6.0,7.5,7.0,3.5,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,63.5
SNELLVILLE,8.0,5.0,7.0,5.0,8.0,5.0,7.0,8.0,2.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,6.0,9.0,10.0,10.0,3.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,61.0
SNOW HILL,7.0,5.0,0.0,5.0,4.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,76.0
SOLEDAD,9.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,5.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,9.0,5.0,6.0,9.0,10.0,10.0,4.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,76.0
SOMERSET,5.5,5.0,5.0,5.0,5.5,5.0,9.0,8.0,7.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,5.0,5.0,9.5,9.0,10.0,10.0,3.5,5.0,6.0,5.0,10.0,10.0,10.0,10.0,64.5
SOMERVILLE,7.0,5.0,5.67,5.0,6.67,5.0,5.67,8.0,6.67,8.0,6.67,9.0,5.67,6.0,7.67,7.0,6.0,5.0,8.67,9.0,10.0,10.0,5.0,5.0,3.33,5.0,10.0,10.0,10.0,10.0,62.67
SONORA,9.0,5.0,9.0,5.0,9.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,90.0
SOUTH BEND,9.0,5.0,4.0,5.0,7.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,64.0
SOUTH BOSTON,4.0,5.0,4.0,5.0,4.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,0.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,53.0
SOUTH BURLINGTON,0.0,5.0,2.0,5.0,1.0,5.0,8.0,8.0,0.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,3.0,5.0,7.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,45.0
SOUTH CHARLESTON,8.0,5.0,5.0,5.0,7.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,59.0
SOUTH CHICAGO HEIGHT,6.0,5.0,6.0,5.0,6.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,0.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,54.0
SOUTH EL MONTE,9.0,5.0,8.0,5.0,9.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,61.0
SOUTH GATE,7.0,5.0,7.0,5.0,7.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,72.0
SOUTH HILL,0.0,5.0,3.0,5.0,1.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,1.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,56.0
SOUTH HOLLAND,4.5,5.0,3.5,5.0,4.0,5.0,6.5,8.0,6.5,8.0,10.0,9.0,6.0,6.0,8.0,7.0,2.5,5.0,9.0,9.0,10.0,10.0,2.5,5.0,7.0,5.0,10.0,10.0,10.0,10.0,54.5
SOUTH PLAINFIELD,7.0,5.0,5.0,5.0,6.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,9.0,5.0,9.0,9.0,10.0,10.0,2.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,70.0
SOUTH SAN FRANCISCO,10.0,5.0,10.0,5.0,10.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,68.0
SOUTHAVEN,0.0,5.0,2.0,5.0,1.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,53.0
SOUTHERN PINES,10.0,5.0,7.0,5.0,9.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,76.0
SOUTHFIELD,4.83,5.0,3.0,5.0,4.0,5.0,6.83,8.0,8.83,8.0,10.0,9.0,4.67,6.0,6.5,7.0,3.67,5.0,9.83,9.0,10.0,10.0,3.0,5.0,4.33,5.0,9.5,10.0,9.83,10.0,55.0
SOUTHGATE,7.0,5.0,5.0,5.0,6.0,5.0,6.0,8.0,9.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,1.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,59.0
SPARKS,8.0,5.0,10.0,5.0,9.0,5.0,10.0,8.0,6.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,9.0,10.0,10.0,1.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,74.0
SPARTANBURG,6.33,5.0,5.33,5.0,6.0,5.0,4.67,8.0,7.33,8.0,10.0,9.0,5.33,6.0,7.33,7.0,5.33,5.0,9.0,9.0,10.0,10.0,6.0,5.0,6.33,5.0,10.0,10.0,9.33,10.0,63.67
SPOKANE,2.17,5.0,4.83,5.0,3.33,5.0,9.33,8.0,8.17,8.0,10.0,9.0,7.83,6.0,8.5,7.0,7.67,5.0,9.17,9.0,10.0,10.0,6.17,5.0,9.17,5.0,10.0,10.0,10.0,10.0,76.17
SPRING HILL,7.0,5.0,8.0,5.0,7.0,5.0,9.0,8.0,5.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,0.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,64.0
SPRING VALLEY,9.0,5.0,6.0,5.0,8.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,75.0
SPRINGDALE,4.0,5.0,9.0,5.0,6.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,70.0
SPRINGFIELD,4.67,5.0,4.67,5.0,4.33,5.0,7.33,8.0,8.11,8.0,10.0,9.0,4.11,6.0,6.56,7.0,6.22,5.0,9.56,9.0,10.0,10.0,4.22,5.0,4.11,5.0,10.0,10.0,10.0,10.0,62.11
STAMFORD,6.0,5.0,6.0,5.0,6.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,4.0,5.0,9.0,9.0,10.0,10.0,7.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,67.0
STARKVILLE,4.0,5.0,6.0,5.0,5.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,3.0,5.0,8.0,9.0,10.0,10.0,5.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,66.0
STATE COLLEGE,7.0,5.0,8.0,5.0,7.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,8.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,69.0
STATEN ISLAND,3.0,5.0,5.8,5.0,4.4,5.0,5.4,8.0,6.4,8.0,6.0,9.0,6.8,6.0,8.0,7.0,3.2,5.0,8.6,9.0,10.0,10.0,2.2,5.0,4.4,5.0,10.0,10.0,10.0,10.0,51.8
STATESBORO,8.0,5.0,2.0,5.0,5.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,72.0
STATESVILLE,6.0,5.0,9.5,5.0,7.5,5.0,9.5,8.0,10.0,8.0,10.0,9.0,4.5,6.0,7.0,7.0,5.5,5.0,10.0,9.0,10.0,10.0,3.5,5.0,4.0,5.0,10.0,10.0,10.0,10.0,69.5
STERLING,7.0,5.0,7.0,5.0,7.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,6.5,6.0,8.0,7.0,6.5,5.0,10.0,9.0,10.0,10.0,6.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,76.5
STERLING HEIGHTS,7.0,5.0,6.0,5.0,7.0,5.0,5.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,69.0
STEUBENVILLE,2.0,5.0,4.0,5.0,3.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,5.0,5.0,8.0,9.0,10.0,10.0,7.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,56.0
STEVENS,10.0,5.0,10.0,5.0,10.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,75.0
STILWELL,5.0,5.0,10.0,5.0,7.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,7.0,9.0,10.0,10.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,70.0
STOCKBRIDGE,9.0,5.0,4.0,5.0,7.0,5.0,5.0,8.0,6.5,8.0,5.0,9.0,2.5,6.0,4.0,7.0,3.5,5.0,9.0,9.0,10.0,10.0,2.0,5.0,5.5,5.0,10.0,10.0,9.5,10.0,50.0
STOCKTON,5.4,5.0,6.2,5.0,5.8,5.0,8.4,8.0,8.2,8.0,10.0,9.0,6.2,6.0,7.8,7.0,5.6,5.0,10.0,9.0,10.0,10.0,3.6,5.0,7.4,5.0,10.0,10.0,10.0,10.0,68.6
STONEHAM,3.0,5.0,2.0,5.0,3.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,64.0
STOUGHTON,2.0,5.0,5.0,5.0,3.0,5.0,7.0,8.0,10.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,5.0,5.0,10.0,10.0,5.0,10.0,61.0
STREETSBORO,4.0,5.0,5.0,5.0,4.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,52.0
SUFFOLK,4.0,5.0,4.0,5.0,4.0,5.0,8.0,8.0,9.0,8.0,10.0,9.0,7.5,6.0,8.5,7.0,1.0,5.0,9.5,9.0,10.0,10.0,2.5,5.0,5.0,5.0,10.0,10.0,10.0,10.0,55.0
SUGAR LAND,4.0,5.0,0.0,5.0,2.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,74.0
SUITLAND,9.0,5.0,6.0,5.0,8.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,67.0
SUMMERVILLE,5.0,5.0,7.0,5.0,6.0,5.0,6.0,8.0,8.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,69.0
SUN CITY,5.0,5.0,2.5,5.0,4.0,5.0,9.0,8.0,8.0,8.0,10.0,9.0,6.0,6.0,7.5,7.0,8.0,5.0,8.0,9.0,10.0,10.0,5.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,73.0
SUN CITY WEST,5.0,5.0,1.0,5.0,3.0,5.0,7.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,3.0,5.0,8.0,9.0,10.0,10.0,1.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,47.0
SUN LAKES,9.0,5.0,10.0,5.0,9.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,83.0
SUNNYSIDE,10.0,5.0,10.0,5.0,10.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,0.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,71.0
SUNNYVALE,6.0,5.0,4.0,5.0,5.0,5.0,6.0,8.0,9.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,67.0
SWARTHMORE,2.0,5.0,1.0,5.0,1.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,75.0
SYLMAR,0.0,5.0,1.0,5.0,0.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,60.0
SYLVANIA,5.0,5.0,4.0,5.0,5.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,10.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,84.0
SYRACUSE,3.5,5.0,5.0,5.0,4.0,5.0,6.5,8.0,7.0,8.0,10.0,9.0,5.25,6.0,7.0,7.0,4.0,5.0,9.5,9.0,10.0,10.0,4.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,56.0
TACOMA,6.33,5.0,5.67,5.0,6.0,5.0,7.0,8.0,6.0,8.0,10.0,9.0,4.0,6.0,6.67,7.0,9.0,5.0,7.67,9.0,9.0,10.0,4.67,5.0,8.0,5.0,10.0,10.0,10.0,10.0,72.0
TAHLEQUAH,8.0,5.0,10.0,5.0,9.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,4.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,69.0
TALLADEGA,5.0,5.0,0.0,5.0,3.0,5.0,10.0,8.0,6.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,8.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,70.0
TALLAHASSEE,7.67,5.0,5.33,5.0,6.67,5.0,7.0,8.0,7.67,8.0,10.0,9.0,4.0,6.0,6.67,7.0,2.0,5.0,8.67,9.0,10.0,10.0,1.33,5.0,2.0,5.0,10.0,10.0,10.0,10.0,51.0
TAMARAC,7.0,5.0,9.0,5.0,8.0,5.0,10.0,8.0,8.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,6.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,78.0
TAMPA,4.2,5.0,3.0,5.0,3.8,5.0,7.0,8.0,7.6,8.0,10.0,9.0,5.2,6.0,7.0,7.0,5.0,5.0,8.8,9.0,10.0,10.0,2.4,5.0,1.2,5.0,10.0,10.0,10.0,10.0,53.8
TARBORO,5.0,5.0,4.0,5.0,5.0,5.0,7.0,8.0,7.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,3.0,5.0,9.0,9.0,10.0,10.0,2.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,57.0
TARRYTOWN,6.0,5.0,3.0,5.0,5.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,2.0,5.0,10.0,9.0,10.0,10.0,6.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,59.0
TAUNTON,8.0,5.0,7.0,5.0,8.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,67.0
TAYLOR,0.0,5.0,1.0,5.0,0.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,4.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,57.0
TAYLORSVILLE,7.0,5.0,8.0,5.0,7.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,3.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,70.0
TAYLORVILLE,6.0,5.0,6.0,5.0,6.0,5.0,10.0,8.0,6.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,73.0
TEANECK,6.0,5.0,2.5,5.0,4.5,5.0,10.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.5,7.0,7.0,5.0,10.0,9.0,10.0,10.0,2.5,5.0,9.0,5.0,10.0,10.0,10.0,10.0,71.5
TEMECULA,7.0,5.0,5.0,5.0,6.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,5.0,5.0,9.0,9.0,10.0,10.0,4.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,65.0
TEMPE,5.5,5.0,8.0,5.0,6.5,5.0,8.5,8.0,8.5,8.0,10.0,9.0,6.5,6.0,8.0,7.0,8.5,5.0,9.0,9.0,10.0,10.0,4.5,5.0,4.5,5.0,10.0,10.0,10.0,10.0,74.0
TEMPLE,3.0,5.0,4.0,5.0,3.0,5.0,6.0,8.0,6.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,2.0,10.0,3.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,55.0
TEMPLE TERRACE,3.0,5.0,0.0,5.0,2.0,5.0,8.0,8.0,8.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,0.0,5.0,7.0,9.0,10.0,10.0,0.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,38.0
TEMPLETON,4.0,5.0,5.0,5.0,4.0,5.0,6.0,8.0,6.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,3.0,5.0,4.0,9.0,10.0,10.0,5.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,61.0
TERRE HAUTE,0.5,5.0,0.5,5.0,0.5,5.0,7.5,8.0,8.5,8.0,10.0,9.0,10.0,6.0,10.0,7.0,3.5,5.0,9.5,9.0,10.0,10.0,1.0,5.0,4.5,5.0,10.0,10.0,10.0,10.0,53.5
TERRELL,6.0,5.0,1.0,5.0,4.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,7.0,5.0,9.0,9.0,10.0,10.0,9.0,5.0,10.0,5.0,10.0,10.0,10.0,10.0,80.0
TEXARKANA,5.5,5.0,0.5,5.0,3.5,5.0,9.0,8.0,8.0,8.0,10.0,9.0,0.5,6.0,4.5,7.0,4.5,5.0,10.0,9.0,10.0,10.0,8.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,64.0
THE VILLAGES,10.0,5.0,10.0,5.0,10.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,8.0,6.0,9.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,73.0
THIBODAUX,7.0,5.0,10.0,5.0,8.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,2.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,73.0
THOMASTON,5.0,5.0,2.0,5.0,4.0,5.0,8.0,8.0,10.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,6.0,5.0,9.0,9.0,10.0,10.0,3.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,61.0
THOMASVILLE,4.5,5.0,3.5,5.0,4.0,5.0,9.5,8.0,10.0,8.0,10.0,9.0,3.0,6.0,6.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,7.5,5.0,1.0,5.0,10.0,10.0,10.0,10.0,64.0
THOMSON,9.0,5.0,7.0,5.0,8.0,5.0,10.0,8.0,10.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,7.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,83.0
THORNDALE,7.0,5.0,0.0,5.0,4.0,5.0,7.0,8.0,9.0,8.0,10.0,9.0,5.0,6.0,7.0,7.0,2.0,5.0,7.0,9.0,10.0,10.0,5.0,5.0,0.0,5.0,10.0,10.0,10.0,10.0,51.0
THORNTON,9.0,5.0,10.0,5.0,9.0,5.0,7.0,8.0,4.0,8.0,10.0,9.0,0.0,6.0,1.0,7.0,8.0,5.0,7.0,9.0,10.0,10.0,9.0,5.0,6.0,5.0,10.0,10.0,10.0,10.0,68.0
THOUSAND OAKS,8.0,5.0,10.0,5.0,9.0,5.0,9.0,8.0,7.0,8.0,10.0,9.0,6.0,6.0,8.0,7.0,5.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,72.0
THREE RIVERS,4.0,5.0,3.0,5.0,4.0,5.0,10.0,8.0,9.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,72.0
TIFFIN,5.0,5.0,4.0,5.0,5.0,5.0,9.0,8.0,10.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,5.0,5.0,9.0,5.0,9.0,10.0,10.0,10.0,77.0
TIFTON,5.0,5.0,4.0,5.0,5.0,5.0,6.0,8.0,7.0,8.0,10.0,9.0,7.0,6.0,8.0,7.0,8.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,3.0,5.0,10.0,10.0,10.0,10.0,71.0
TITUSVILLE,1.0,5.0,2.0,5.0,1.0,5.0,5.0,8.0,4.0,8.0,10.0,9.0,9.0,6.0,9.0,7.0,4.0,5.0,8.0,9.0,10.0,10.0,1.0,5.0,0.0,5.0,10.0,10.0,5.0,10.0,42.0
TOCCOA,6.0,5.0,4.0,5.0,5.0,5.0,10.0,8.0,7.0,8.0,10.0,9.0,4.0,6.0,6.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,9.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,75.0
TOLEDO,4.0,5.0,1.83,5.0,3.0,5.0,8.33,8.0,8.5,8.0,10.0,9.0,3.83,6.0,6.33,7.0,5.17,5.0,8.83,9.0,10.0,10.0,4.17,5.0,4.33,5.0,10.0,10.0,10.0,10.0,59.67
TOMBALL,6.0,5.0,3.0,5.0,5.0,5.0,8.0,8.0,7.0,8.0,10.0,9.0,0.0,6.0,4.0,7.0,9.0,5.0,10.0,9.0,10.0,10.0,1.0,5.0,2.0,5.0,10.0,10.0,10.0,10.0,59.0
TOMS RIVER,3.0,5.0,4.0,5.0,3.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,7.0,5.0,10.0,9.0,10.0,10.0,3.0,5.0,8.0,5.0,10.0,10.0,10.0,10.0,64.0
TONAWANDA,5.5,5.0,8.5,5.0,6.5,5.0,7.0,8.0,6.0,8.0,10.0,9.0,6.5,6.0,8.0,7.0,7.5,5.0,10.0,9.0,10.0,10.0,5.5,5.0,5.0,5.0,10.0,10.0,10.0,10.0,71.0
TOOELE,10.0,5.0,10.0,5.0,10.0,5.0,10.0,8.0,7.0,8.0,10.0,9.0,10.0,6.0,10.0,7.0,0.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,9.0,5.0,10.0,10.0,10.0,10.0,78.0
TOPEKA,4.0,5.0,8.5,5.0,6.0,5.0,8.0,8.0,7.5,8.0,10.0,9.0,5.5,6.0,7.5,7.0,7.0,5.0,9.5,9.0,10.0,10.0,2.0,5.0,1.0,5.0,10.0,10.0,10.0,10.0,63.0
TORRANCE,5.25,5.0,5.0,5.0,5.25,5.0,9.75,8.0,7.25,8.0,10.0,9.0,7.75,6.0,8.5,7.0,7.25,5.0,10.0,9.0,10.0,10.0,5.75,5.0,6.5,5.0,10.0,10.0,10.0,10.0,75.25
TORRINGTON,2.0,5.0,7.0,5.0,4.0,5.0,10.0,8.0,7.0,8.0,10.0,9.0,2.0,6.0,5.0,7.0,5.0,5.0,9.0,9.0,10.0,10.0,7.0,5.0,7.0,5.0,10.0,10.0,10.0,10.0,66.0
TOWSON,0.0,5.0,5.0,5.0,2.0,5.0,9.0,8.0,9.0,8.0,10.0,9.0,1.0,6.0,5.0,7.0,6.0,5.0,10.0,9.0,10.0,10.0,10.0,5.0,4.0,5.0,10.0,10.0,10.0,10.0,66.0
